roman_urdu,urdu
"driver install karna padega pehle, device recognize nahi ho raha",ڈرائیور انسٹال کرنا پڑے گا پہلے، ڈیوائس ریکگنائز نہیں ہو رہا
"yeh app uninstall karo, storage waste ho rahi hai aur kaam bhi nahi aati",یہ ایپ اَن انسٹال کرو، اسٹوریج ضائع ہو رہی ہے اور کام بھی نہیں آتی
"uninstall karke dobara install karo, shayad bug fix ho jaaye update mein",اَن انسٹال کر کے دوبارہ انسٹال کرو، شاید بگ فکس ہو جائے اپڈیٹ میں
"jo apps use nahi hoti unhe uninstall karo, phone fast ho jaata hai",جو ایپس استعمال نہیں ہوتیں انہیں اَن انسٹال کرو، فون فاسٹ ہو جاتا ہے
"uninstall kiya tha lekin data abhi bhi hai phone mein, cache clear karo",اَن انسٹال کیا تھا لیکن ڈیٹا ابھی بھی ہے فون میں، کیشے کلیر کرو
"force uninstall nahi hoga yeh app, admin permissions chahiye iske liye",فورس اَن انسٹال نہیں ہو گا یہ ایپ، ایڈمن پرمیشنز چاہیے اس کے لیے
"login karo pehle account mein, warna features nahi milenge poore",لاگ ان کرو پہلے اکاؤنٹ میں، ورنہ فیچرز نہیں ملیں گے پورے
"login nahi ho raha, password reset karo warna support se contact karo",لاگ ان نہیں ہو رہا، پاسورڈ ری سیٹ کرو ورنہ سپورٹ سے کانٹیکٹ کرو
"auto login band karo public computer pe, safe nahi hota",آٹو لاگ ان بند کرو پبلک کمپیوٹر پہ، سیف نہیں ہوتا
new device pe login kiya to OTP aata hai verify karne ke liye,نئے ڈیوائس پہ لاگ ان کیا تو OTP آتا ہے ویریفائی کرنے کے لیے
"login history check karo, koi aur toh access nahi kar raha account",لاگ ان ہسٹری چیک کرو، کوئی اور تو اکسیس نہیں کر رہا اکاؤنٹ
"logout karo sab devices se, account security ke liye zaroori hai",لاگ آؤٹ کرو سب ڈیوائسز سے، اکاؤنٹ سکیورٹی کے لیے ضروری ہے
dusre ka phone use karo to kaam ke baad logout zarur karo,دوسرے کا فون استعمال کرو تو کام کے بعد لاگ آؤٹ ضرور کرو
"logout button nahi dikh raha, profile settings mein dekho",لاگ آؤٹ بٹن نہیں دکھ رہا، پروفائل سیٹنگز میں دیکھو
"app ne automatically logout kar diya, security policy hai shayad",ایپ نے آٹومیٹیکلی لاگ آؤٹ کر دیا، سکیورٹی پالیسی ہے شاید
"logout hone ke baad bhi notification aa rahe hain, kuch issue hai",لاگ آؤٹ ہونے کے بعد بھی نوٹیفکیشن آ رہے ہیں، کچھ اشو ہے
"account hack ho gaya, abhi password change karo aur logout karo sab se",اکاؤنٹ ہیک ہو گیا، ابھی پاسورڈ چینج کرو اور لاگ آؤٹ کرو سب سے
new account banana chahta hun lekin pata nahi kaunsa email use karun,نیا اکاؤنٹ بنانا چاہتا ہوں لیکن پتہ نہیں کون سا ای میل استعمال کروں
"account se linked number change karna hai, kaise hoga yeh process",اکاؤنٹ سے لنکڈ نمبر چینج کرنا ہے، کیسے ہو گا یہ پروسیس
ek se zyada account ek device pe nahi chalaa sakte is app mein,ایک سے زیادہ اکاؤنٹ ایک ڈیوائس پہ نہیں چلا سکتے اس ایپ میں
"profile picture change karo, wahi 5 saal purani photo hai abhi bhi",پروفائل پکچر چینج کرو، وہی 5 سال پرانی فوٹو ہے ابھی بھی
"profile mein sahi information daalo, public hai yeh",پروفائل میں صحیح انفارمیشن ڈالو، پبلک ہے یہ
"privacy settings mein jaao, profile ko private karo agar chahte ho",پرائیویسی سیٹنگز میں جاؤ، پروفائل کو پرائیویٹ کرو اگر چاہتے ہو
"usne apna profile delete kar diya, ab kuch bhi nahi hai uska wahan",اس نے اپنا پروفائل ڈیلیٹ کر دیا، اب کچھ بھی نہیں ہے اس کا وہاں
"yeh post share mat karo sab ke sath, kuch logo ko bura lagega",یہ پوسٹ شیئر مت کرو سب کے ساتھ، کچھ لوگوں کو برا لگے گا
"usne jo post ki thi woh viral ho gayi, hazaron likes aa gaye",اس نے جو پوسٹ کی تھی وہ وائرل ہو گئی، ہزاروں لائکس آ گئے
"koi bhi post karne se pehle do baar socho, internet pe sab rehta hai hamesha",کوئی بھی پوسٹ کرنے سے پہلے دو بار سوچو، انٹرنیٹ پہ سب رہتا ہے ہمیشہ
"aaj kal uski posts pe bahut comments aate hain, popular ho gaya hai",آج کل اس کی پوسٹس پہ بہت کمنٹس آتے ہیں، پاپولر ہو گیا ہے
post schedule kar sakte ho agar abhi upload nahi karna chahte,پوسٹ شیڈول کر سکتے ہو اگر ابھی اپ لوڈ نہیں کرنا چاہتے
"yeh article share karo apne doston ke saath, useful hai kaafi",یہ آرٹیکل شیئر کرو اپنے دوستوں کے ساتھ، یوزفل ہے کافی
share karne se pehle check karo ke fake news to nahi hai,شیئر کرنے سے پہلے چیک کرو کہ فیک نیوز تو نہیں ہے
"file share karna ho to google drive use karo, email pe bhari nahi jaayegi",فائل شیئر کرنی ہو تو گوگل ڈرائیو استعمال کرو، ای میل پہ بھاری نہیں جائے گی
"screen share karke dikhao, samjhana mushkil ho raha hai sirf baat se",اسکرین شیئر کر کے دکھاؤ، سمجھانا مشکل ہو رہا ہے صرف بات سے
"yeh photo itni achi hai ke sab ne like kiya, comments bhi bahut aaye",یہ فوٹو اتنی اچھی ہے کہ سب نے لائک کیا، کمنٹس بھی بہت آئے
post ko like karo aur share bhi karo agar useful laga,پوسٹ کو لائک کرو اور شیئر بھی کرو اگر یوزفل لگا
"likes ki fikr mat karo, content accha hoga to apne aap aayenge",لائکس کی فکر مت کرو، کانٹینٹ اچھا ہو گا تو اپنے آپ آئیں گے
"sirf likes ke liye kuch bhi post mat karo, quality matter karti hai",صرف لائکس کے لیے کچھ بھی پوسٹ مت کرو، کوالٹی میٹر کرتی ہے
"usne meri saari old posts pe like kiya, thoda awkward tha",اس نے میری ساری پرانی پوسٹس پہ لائک کیا، تھوڑا اوکورڈ تھا
"comment mat karo agar kuch constructive nahi kehna, sirf argument hoga",کمنٹ مت کرو اگر کچھ کنسٹرکٹیو نہیں کہنا، صرف آرگومنٹ ہو گا
"usne meri photo pe acha comment kiya, dil khush ho gaya",اس نے میری فوٹو پہ اچھا کمنٹ کیا، دل خوش ہو گیا
"comment section mein log pagalon jaisi baatein karte hain, ignore karo",کمنٹ سیکشن میں لوگ پاگلوں جیسی باتیں کرتے ہیں، اگنور کرو
"agar koi bura comment kare to report karo, delete ho jaayega",اگر کوئی برا کمنٹ کرے تو رپورٹ کرو، ڈیلیٹ ہو جائے گا
"is post pe 200 comments aa gaye ek hi raat mein, viral ho gayi yaar",اس پوسٹ پہ 200 کمنٹس آ گئے ایک ہی رات میں، وائرل ہو گئی یار
"notifications off kar do kuch time ke liye, kaam mein dhyan nahi lagta",نوٹیفکیشنز آف کر دو کچھ ٹائم کے لیے، کام میں دھیان نہیں لگتا
"bahut saari notifications aa rahi hain, kuch apps ki permission restrict karo",بہت ساری نوٹیفکیشنز آ رہی ہیں، کچھ ایپس کی پرمیشن ریسٹرکٹ کرو
agar important notification miss na ho to vibration on rakho,اگر اہم نوٹیفکیشن مس نہ ہو تو وائبریشن آن رکھو
raat ko notification sound band karo warna neend kharab hoti hai,رات کو نوٹیفکیشن ساؤنڈ بند کرو ورنہ نیند خراب ہوتی ہے
"usne notification dekhi lekin reply nahi kiya, kuch din hua hai yaar",اس نے نوٹیفکیشن دیکھی لیکن ریپلائی نہیں کیا، کچھ دن ہوا ہے یار
"settings mein jaao aur privacy options check karo, kafi useful hain",سیٹنگز میں جاؤ اور پرائیویسی آپشنز چیک کرو، کافی یوزفل ہیں
font size settings se badha sakte ho agar text chota lagta hai,فانٹ سائز سیٹنگز سے بڑھا سکتے ہو اگر ٹیکسٹ چھوٹا لگتا ہے
"developer settings on karo, woh hidden hoti hain normally",ڈیویلپر سیٹنگز آن کرو، وہ ہڈن ہوتی ہیں نارملی
"dark mode settings mein hota hai, wahan se on karo raat ke liye",ڈارک موڈ سیٹنگز میں ہوتا ہے، وہاں سے آن کرو رات کے لیے
"backup settings check karo, automatic on hai ke nahi",بیک اپ سیٹنگز چیک کرو، آٹومیٹک آن ہے کہ نہیں
"camera ki quality itni aachi hai is phone mein, DSLR jaisa feel aata hai",کیمرہ کی کوالٹی اتنی اچھی ہے اس فون میں، DSLR جیسا فیل آتا ہے
camera permissions de do app ko warna QR scan nahi hoga,کیمرہ پرمیشنز دے دو ایپ کو ورنہ QR اسکین نہیں ہو گا
"camera band ho gayi achanak, restart karo phone warna app clear karo",کیمرہ بند ہو گئی اچانک، ری اسٹارٹ کرو فون ورنہ ایپ کلیر کرو
front camera ki selfie quality achchi hai lekin back camera zyada better hai,فرنٹ کیمرہ کی سیلفی کوالٹی اچھی ہے لیکن بیک کیمرہ زیادہ بیٹر ہے
"surveillance camera lagwani hai ghar pe, kaafi affordable hain aaj kal",سرویلینس کیمرہ لگوانی ہے گھر پہ، کافی افورڈیبل ہیں آج کل
